Demand,Latitude,Longitude
1024,0.22859385535720378,-59.41976831063565
3815,87.95531003061237,-84.84525872619623
3433,59.60946933337436,-44.36413542721428
4766,-55.31161765184178,-49.34335402207893
447,41.49700091805667,-13.578199149521254
4077,-20.184072351453068,-149.08512473845497
1273,89.87048570472044,17.5305266098907
2271,-81.48424808093074,24.498861184830986
3972,64.04308222706811,-10.350917993961957
2309,-73.60154360801971,167.42918237196187
4773,-18.936545701826304,-143.07679120553792
88,-71.12971749222912,151.9950053678453
3656,67.70664095417331,-118.19239063124164
1243,-7.158458447478054,143.86392467452083
1298,88.71188337106148,-28.276751293380784
4068,6.199365145206755,47.55905649551224
1341,38.164609148041535,47.93943881596155
475,37.74345454991803,-50.91429986398606
259,-65.1941884004847,69.3607731882442
3719,56.75223658385818,-95.68968626188942
2774,-26.986197943264273,178.1784295749751
1591,19.691644034915086,-82.83272257786606
769,-66.39012311937078,123.53964600909887
1019,73.58254819945228,-125.31623595126975
4083,82.46892523356215,141.94912784348605
3861,-66.0604949181407,179.72556214155566
4759,-55.28941637527334,14.31055425957041
75,15.629537867203567,128.95819008169485
3596,67.75868024485706,-150.32544941072499
423,-13.094865640993135,-71.5144123631774
1189,86.32470190967112,76.84434441362714
4127,47.178995426181956,113.97667584621718
2702,-45.02570894574495,-41.972469105627084
4037,59.88816774655854,-73.90767560207337
4541,15.94963196650022,133.63860611604565
1090,87.26659471661003,51.78302053523814
3608,-86.36747966989893,-89.77179474162544
3194,52.15966716959531,-164.6875470640283
283,-26.052858814561432,14.413069322412042
2877,-71.45265494979836,-64.34320849892786
4439,78.82461896204555,71.27034731405357
1681,79.59074923401195,-57.99144797687593
2403,-47.73605434206778,-107.52791878487854
3026,64.16155695054914,-13.050301156828482
421,-79.10951921221154,-63.49428876632075
459,-76.71840543381606,166.7040029162788
4579,-65.34203402154935,37.20748568623321
4905,36.47919767170055,-27.53323349342179
1647,39.04807070444778,-5.629239241500272
1290,-32.966110485417516,147.80583445129696
1051,-73.60180724952559,87.25141082119126
388,68.19369572280422,113.76923292570666
2607,56.300265386800106,-111.00091421965953
3457,80.074677862675,-105.21961213788596
4609,19.366043525765818,166.21321948502754
2669,42.72851869926677,-28.57781770846509
4050,56.45227667525094,127.53393666010902
3964,-10.081833236417054,99.84683463056172
1912,68.61980014471646,-32.20284810666263
4729,73.66119440839756,-104.09495966784604
3940,-72.06742851647914,11.792305310481424
2000,7.6826771960970035,-89.98270541067963
4066,85.20206690330122,-163.9734021086129
696,-43.699640434368426,156.04867150875276
2643,-79.54369245837194,-35.603647365570964
3915,-40.16589578798491,69.12147622510071
3152,26.219274488997655,44.11693909763477
4440,25.04926423527027,-160.4058431712105
1463,-79.02696990825144,53.26149247626489
3672,14.810051603490763,77.3465491328493
1721,-20.953866917695706,-155.3876469906082
3135,38.55837555828566,-86.26767494738135
2991,2.9453132935770725,140.5488080562394
4581,-63.433334513581286,79.15527560740736
4839,-0.05459052182301605,165.29908078557742
396,-7.5798997995538,7.286442713389931
2393,-80.40841920770035,-144.16897616229946
1937,-30.363131486220666,-35.66592002868089
1079,45.8189464109233,-71.37408493606274
4325,29.348140409668687,20.811904757614002
1926,11.671379642880154,-132.65402119210512
2170,-75.86335118102805,102.53048783318235
2282,56.163664676194145,137.22860477901594
3889,-61.1725415083711,-81.19856703071667
3406,74.3533947071522,-28.27139959500991
4220,16.83257172628481,-2.464080618782191
3801,-46.632999729708736,-109.01504116679604
920,79.89637613066301,-48.56118534466788
4016,66.93297053616499,-115.23599099492952
2135,48.00129951864204,3.2104855054395784
1959,0.6783495899804279,-136.94179498744143
3397,-84.07132961651403,71.9729341815898
300,-29.871415571394266,-104.84305881172965
2859,-67.33500394264966,-89.69897743853593
2810,14.7212183298371,-92.36369916056258
3552,62.19507752256126,1.2075404901472382
2035,57.9196320032743,170.87893919469587
2598,-49.67297469727808,169.55505495952264
4283,35.50884524103434,-40.051021928804516
4132,-57.99163935192326,59.24899562800107
2320,-62.805452240040196,-9.160287671633057
488,-51.57386429000296,-57.50506787922059
3261,-21.387817929274547,18.70870692647989
3620,-68.43449717386912,-75.6537757972929
4220,-11.925101953747543,-110.9452277161168
4214,29.928298292033702,-34.593266389015525
2690,63.84242449608385,-91.5728763156258
1360,-71.29926958020386,168.42014372559566
3895,-79.29815168017879,-16.932192886070283
4738,66.4889378484045,88.15041266178287
2547,-52.028952890670226,-70.15369981974256
4837,27.31447871129687,90.55617376051572
3463,35.0189022286,173.3851046081303
2073,25.306239970267868,92.14152846662375
2189,-12.542490942333373,-8.349537009299723
3676,-2.038334884998619,-96.49776658955787
2472,67.88299841427337,-86.45739725289883
2975,34.69526884878594,24.558818792053103
4168,-18.65461264242596,8.924575800815063
1434,29.079811480655366,136.35244130826777
2601,-49.71124063229592,-160.90204386583582
69,-4.2389868184039585,20.853911556909082
2117,59.0056810944686,-139.9558832718082
2257,3.824607367070385,-55.81586526672841
4527,-75.6868376763211,-148.1615105962787
3092,79.63178608275976,-66.76263632094614
201,-60.220021355199435,-22.434827940860288
2311,-27.262824801017565,-101.59648762545189
1442,40.25769037611272,128.20950348219856
4524,72.10921153566451,-113.42138819424255
2519,26.233166901024276,-23.7658877733341
1973,74.4948729591438,141.53934157144022
1415,45.58759664909135,-127.1661464497319
1400,64.36657624079885,-123.81019547694075
4858,-44.325825229155846,35.218493593569576
2940,26.798504996030914,-142.18399023638747
3361,-13.208402276642332,125.74078206742428
265,-87.40837644376357,-12.45614536437509
4384,-89.38663271669171,49.37024912636292
4154,76.33983219044853,113.79045063005327
3350,64.23952281767168,59.686414673815136
4729,-24.531016532644415,-48.92335974670172
476,58.39962981905009,-60.43952047182134
1811,-62.44453057661953,-121.16423430804556
2510,-36.88977371412203,-113.78454831759407
4199,-7.630711644903897,-85.22055351562419
2474,-55.868159254333875,-66.32536858404754
1793,-66.8593478531183,-77.25720806904788
2961,-60.68105768808758,118.05601290772864
2285,22.78679415203915,-60.6488065078304
4428,86.86829055200789,-70.61394575015456
3075,76.61227329686147,101.24838908758647
3284,22.219065533735076,133.0861323063088
4259,5.49674192612531,-1.1059390857287497
420,6.084985491945957,-35.59585112038994
2727,76.1908888076265,-159.92717018305908
4669,67.16242755141559,-167.4159521654773
1026,-74.14688171706408,82.9591680122706
2086,63.54850440422567,-42.92220779062191
4907,-3.766682397914394,-13.610339489127767
3136,60.17516200428872,84.97374382456377
2624,8.818073063618087,138.5603885265936
602,-71.26718199960266,7.357149434711715
1980,43.662106739796855,27.67819022738962
405,-38.738642271695255,145.72269626723266
2768,83.03843098569493,150.65708167643828
2120,59.277557440934714,-130.218550647094
4685,-67.01938624815877,-144.65306081763057
1314,-60.658392291683256,-49.183102989767946
2777,24.120379213283115,17.180019490429714
2496,72.48038384780335,35.04305517681121
1899,62.769670232781664,13.227182352013159
2747,21.164692937585457,3.70284581114754
3226,46.036718042845536,169.41557457060628
1413,69.91695009915429,-159.2754180718466
521,-2.3056832018609725,-145.54501539537264
130,59.736741646053275,30.56826868258395
1306,81.34772354424811,-98.85492046124232
1605,5.476765645297462,-38.56644241417359
2194,-89.02493995152568,-109.69457462652137
3503,89.57785936895365,-166.18220782853865
4882,6.904778493844361,-95.71587461189742
4952,25.195192633129977,-173.9649523404235
3088,10.788404864347072,-90.3236897005681
333,5.069789782306813,-163.44887469523587
584,30.78295574939473,160.43786610942573
2606,18.358746104031695,140.49711039724752
2818,-13.791351016978908,-122.06324185467179
2794,-54.89797142877355,31.70024182798241
2828,46.67683474629143,97.84210210608853
1746,4.517049194691438,29.86738936904152
726,-45.431446826337414,-19.68307386738539
1071,-76.56424254152711,145.9382274089436
1739,87.83869852765017,36.76061997561834
461,-42.688331492221856,-153.47566311066927
1460,30.62871651918411,-166.54949217003934
2651,28.11567431377999,89.22622144027986
3759,27.357238223318603,-99.65620776848273
764,-68.40350518578397,43.73010651952069
4363,-61.42330911612305,-140.7708189603119
4826,-3.6421937507818,71.85987705716792
1070,27.731577761547015,-139.66554658523364
650,16.041549376013137,154.8677419799642
3269,58.12844217231293,-54.30551021128471
737,57.80733656396194,-65.08153764747635
4648,-24.08128001829968,-179.40089535423908
3218,25.80951351228549,150.50986106074185
2541,-65.00113296590105,78.38854686386236
3918,-59.25934868364864,179.56930302795274
3944,23.982721858079287,-20.21864683418528
1301,34.34746358835575,-24.533157497257832
2344,50.88429471950721,102.6655618946561
926,-67.02119504906938,80.08309196190532
3632,72.3780173633576,113.32348492849621
1118,-58.76880790529184,-100.64281968086068
3481,-41.942541631709474,-40.73652327919069
3450,-31.438136164821643,-144.76714361136615
2795,-32.367691277219336,137.69571099842938
2605,-62.18826221889701,85.17605370084277
2751,-55.26540835414306,-88.97381021253528
2913,-17.249692961556136,-102.81170969732075
2989,46.375818240358996,160.35749658332026
68,-4.6180121044851745,146.6390535173433
3141,42.08725689041364,-137.20704586204567
3049,-35.60666475142605,143.18625969800888
722,50.475207687845625,-143.49569987445537
2021,-6.925859810528138,116.27018377274021
4647,36.22582432075542,-71.8009629239845
4554,-55.4419008429674,27.111734863268737
4102,50.80409863274261,171.1313141485827
2973,-49.987794846776055,-53.40986373629242
1776,-33.912839367326924,99.62960374925711
4319,75.54110002580359,22.550060146389825
908,59.05190852999593,12.18358118373908
1273,-13.387333778212223,103.80270269170899
74,69.4912643808141,109.1982985986752
2067,65.54155873004387,141.24533623938163
1116,10.26480092166237,109.42416289803162
348,22.97812317741429,20.024437370186632
247,-61.889997146443505,-8.407367873905372
194,-85.20132848150479,-164.10321611802905
582,48.52884409224089,148.17027059562514
4379,64.577893763476,111.40295872473263
3667,-36.54344998807544,97.71895105080029
1053,3.2967680890168793,20.833865686852306
2806,43.9868682528718,-10.784993614706906
1996,5.471039966857887,-6.836523005126935
383,-29.20952894494627,-112.53871698963951
861,-52.556168941645616,112.03317570218707
132,75.57527501127083,168.64356111154643
3369,45.46133030086767,178.16603107443694
2930,24.579645404860912,-49.763938118272165
4550,-28.684319708454936,-143.55859258970733
3116,-58.42021119951411,-134.31829525122475
4964,-57.03558203660876,-26.98589621961392
1404,-41.52997776772193,99.04168024459915
1114,-48.08164111989102,-141.08255355492463
2024,-82.97198024931191,68.14304243263493
4162,17.014022293965127,76.25137576334123
2808,-48.83443508217398,-118.98621824029176
3506,14.896670191556737,84.47099763467298
4811,65.58756289826854,70.16239349022942
1248,-61.59281636566705,-113.62765343257576
2982,-56.42036023323076,141.05786627999936
1735,-1.5674634436839057,124.66648043661615
3578,-18.78227510612045,113.38234273514695
4434,1.7120514843702495,83.45770858688957
146,68.88783127522339,38.07936073007144
4769,-37.734859949392394,-1.1881234644184246
1287,-76.65985829987105,114.11611211465976
835,-33.64065201734975,-133.56411928578433
4739,-68.46862319683129,95.55932933384503
3359,64.96803193341708,-83.88527652317075
3679,-53.01872243112633,-127.37371639447713
2567,44.05063774983023,171.20768683621975
1814,21.840322321658903,82.57824588902571
3990,71.22100149834677,120.41684172663855
609,-36.27235472813792,70.68996493669027
4059,-35.05858541127707,-46.24626085100587
1687,37.60438597595949,-174.2662302227153
3475,2.29914961621607,-59.05869873698764
2501,-75.5400968446007,64.54782122545535
1517,68.0495234668951,39.96414602800107
2154,40.87137962501541,-56.61616141252466
1351,48.70831945030167,-153.89717825564227
4077,-66.4460100610721,-130.07384291860924
2722,-60.29595656877461,-15.382976957005951
4110,63.124718817885054,-150.8971830909066
2581,-36.07855643800408,-8.647815785418004
835,-66.81099920101015,171.31365250403098
3628,-69.1844510615949,26.151743594069643
1364,54.26073015289944,-139.50091900497094
1874,-14.858699159616563,10.68423366567805
4408,-89.08095159442259,-142.180425293724
199,41.644478654125265,154.2845407201878
3056,33.74803815656351,67.81469268687155
3766,-11.51719746121357,115.75324957712098
3236,-41.072073794380856,11.27316372841878
4825,-66.71091195323115,-143.5724124655468
4239,54.40592767620967,-75.28705037276589
391,31.777018008014082,138.08562701540967
3003,73.95029928777626,-98.82507762562646
855,-85.44620477758723,-75.4167525479256
4866,-29.520810461016623,147.38540380806825
3681,32.236674426313826,34.32941875964832
4195,52.74854033564162,142.21327936522556
1921,-50.89071493180052,24.83342126478115
2016,58.78960968510546,-128.25511648175458
1013,-46.61377666973152,-130.94406755561718
4109,50.015295255631855,77.05768904720429
3441,9.943831033174888,-139.31535734164947
422,57.6335769576647,90.60203924485427
4837,-73.29408197454568,101.89336392193695
1297,22.613659315098673,-88.25496440604206
2864,22.799099336871834,-127.92987755338656
4998,-81.42301005965821,21.828024173968828
3391,36.733904087402536,-122.0839015476064
2066,-61.730284188576604,149.00325475087033
2376,-72.80842212908311,169.7258136875949
3764,-65.17094408111208,65.59965983681283
329,-4.771908655219704,-18.212228228786188
1527,69.21612404986959,176.59080239362504
4519,-34.34026595344941,119.3792359824879
2542,-10.476160703584583,175.00861804862188
3560,-83.99574661485546,-138.51045366675817
1486,18.013465958753017,-67.00576764611446
424,-28.884060701105575,103.45489027244679
1548,30.402950001085728,109.58792284521485
4899,12.873723138003882,-47.17624082946668
4226,40.51574026517744,0.8298267610458936
3738,49.4384834167177,148.6711504616934
1301,-46.823574626245176,-94.99225335615239
3239,1.293562534968899,-16.484456154854
267,10.460028744106339,-168.3614784541509
1180,-11.389619820741686,-53.45118167650158
1205,-20.66833835219647,143.59284959149915
2804,80.35266038325054,-63.47591117059527
1820,-70.06432472163745,35.07470026871101
1398,-67.6298858265711,-61.10925810416681
3368,20.931965213063208,97.1398888676087
4959,-46.185695068739236,-170.18763137607118
1005,89.79897141002664,-63.71875131083391
2510,-74.95078275612978,-126.73123779236994
975,43.51132133715211,114.56820199070916
4366,39.5100794029876,10.905012886649416
2962,41.73334442535449,97.90543543057669
1679,30.730511006110248,108.54580227407263
2922,-75.75177333733228,-50.89845239604074
3312,-31.35385072254695,113.93651595086703
3784,-71.0302468723499,122.93063980711304
1005,28.371791573307632,143.40181429440185
4317,-49.545770974840586,16.726093135108727
3355,8.996100973788188,-140.66253477935416
4909,88.11833715355485,-118.94428538123273
4413,-74.32870027596552,57.41415034390647
2676,76.78301245192489,8.204422485530642
3817,-7.7508397637963355,57.248519469645885
1060,10.61644496491985,48.66968905827051
2132,54.542737899102434,-72.10148583674284
4055,48.56259724000316,-113.5830919635703
2708,-84.31748697133379,41.455899189014275
3325,10.105282444113897,-98.92572556512341
3837,83.12699476124786,117.5121362179384
1664,-3.105888185659822,69.24194653269257
888,74.74783132757238,-152.28397066338218
666,-51.620079656494546,114.03668780473703
629,36.29970721508057,-20.903060786596086
2928,15.590856766937705,-66.98331317128911
4418,-66.34417442141512,24.321780723814044
172,-62.910390504154634,-158.47602830543352
2121,36.038127849084816,15.392520318553409
536,-68.76044374260849,-102.76620907944537
764,24.915788999883702,164.83909319799108
2761,69.839757808022,-23.445575915393817
114,-34.13294006083888,115.01533565452155
486,-47.11114372631605,-88.13933839164675
4110,7.016672447180582,-77.51814655306472
494,76.99956202547952,-113.76626631110655
475,-76.67872346450332,-0.011189936208864992
1212,67.8471675157499,58.55755957686969
1916,-62.529725682879274,-39.216717496755564
4699,-14.499835781228484,54.51407134941181
1979,57.988213342086226,145.95144092760654
4304,11.588624791434981,-122.80732422212672
151,-40.600277757793314,82.69351255896743
3610,-67.87344960836894,116.63663357184282
876,23.713306525872355,-130.71702718705234
3521,56.98752316606681,43.722302720457236
1503,-3.6344249371919233,39.136292111806625
172,34.56430739656824,-0.03972079527471806
4744,11.141710608866418,136.50305038594132
2279,39.2152570393244,6.858239704686582
2760,75.5171409935881,-156.36814095748738
2399,-22.378715035716795,21.265610544876807
2104,41.620144021004535,-81.66018118274728
188,82.0978482001023,39.93031219601727
2173,-49.602733013285864,5.080305599888874
3689,75.60007305223786,-139.99789560603534
2028,-15.030225886868394,88.70572171905815
1392,-80.29841067707339,-149.5190555005306
3488,-50.32834012462326,45.11265168326872
2023,69.86167506497841,-120.44786871708357
783,9.868343779458314,-15.269122313567038
2511,75.31700467023043,-149.05809715529418
1282,6.504552395436974,-131.62384644451242
4986,-89.34363316702952,-128.09087699227362
130,35.14443099445201,29.0435741194444
1562,-9.308414102903754,-157.08519389278138
3052,-75.95627386332552,151.3922440832232
1386,-42.27314762802521,41.65891498500201
1749,-63.217331910210696,10.091288891774383
3451,-8.9481094452929,71.5048134126084
4774,-35.658635541568884,-137.79030722640493
4583,-52.32575106681015,-171.10668367018576
1963,26.58278826197406,-178.39471315679776
2968,80.20453475048126,-147.3005020967135
3733,82.9589256298976,-152.30855571545925
4333,-22.982373770207445,178.0957207008944
631,-42.44232751425115,62.17210786823901
2905,22.613141577328264,93.59379050286475
1395,-24.494729543033642,114.07526258847895
2685,55.14179909823062,-49.707668392149515
1401,-19.51468210782872,13.805443933212416
2804,12.851032105828196,-70.04009557091555
2661,87.85008621977167,-14.836619675063446
2893,-66.42727742794102,31.552676144603083
2934,-32.335349713868546,-38.28865214789843
2397,-76.70854292005663,30.133373994232016
3532,82.26073151272672,178.03643521161945
4683,-1.8004200985490257,73.11177099725131
599,-31.525867733184256,48.65670851081279
3336,77.22885151226347,128.0469405497749
4819,-11.04214116229663,38.6934606773132
294,-89.00270137339898,-28.999842095228757
4195,10.99327111258718,-91.89615071497637
4595,-73.9603489029889,88.27084773981431
4470,87.25178228039363,104.32984762795763
2098,73.77453181156665,163.71410448796888
2165,45.09552594433214,-85.72946483308978
2978,24.141559303518534,71.04978066321019
3459,-82.13056622614829,-75.62469771257565
1320,-49.49678583695752,-122.08031417043509
3756,-14.181790404771277,-3.6111322027550727
4010,49.78688026328669,-74.47120492440935
1050,-64.76520724826256,-42.41470436671469
1585,45.8190669870022,-75.36731615976112
3609,17.699524342655423,-71.86422617593364
1249,-1.5207653719455294,-138.60981917406036
2036,75.74920107395369,-19.07622804033045
2747,29.07667518307531,-146.90667149978995
2178,-41.057965949775635,-144.81721662978012
788,-5.452654858191764,-156.4602259506065
3631,28.559303503929698,-57.52986479622817
468,-73.27499487593987,113.34837818705046
2585,-63.4504449450053,-129.02668359984364
2626,76.83181518498407,95.71276978923868
1225,-41.958473034504124,-177.4697158642986
1232,-24.994806549865103,163.82048093360504
653,-68.48084668529606,10.113131246387951
4374,-55.39713306934589,-79.5829523447846
4175,-71.33779030871023,-23.941503113718767
4742,46.302882540642884,42.71113955411545
4727,9.405603041222562,85.12488603886572
1976,-35.88558290185326,-144.18499317782062
1791,-42.2650240424471,117.33281909238565
1770,-83.6395619474203,-147.17769456890332
588,11.51247381569614,167.94873443992913
4823,-52.00840433417473,33.85918922558983
2125,-54.25417230157012,176.2768824654795
4170,57.76307236013861,68.90651327673069
2227,-72.9077452647465,59.57862561791154
2733,36.21118488235416,172.83661335566092
3061,-45.404092784170516,-32.91818744620082
2987,33.4200843864277,-76.8881709710209
2078,-71.64947205829856,-59.26616670055401
2169,5.734479632978363,174.54492087036493
4760,-8.027923679021583,-146.65610158265903
4883,-7.061367588149068,-120.37907648013669
732,-50.4042659998013,-86.97018806441069
75,-65.0740330609024,119.41428154865463
175,55.433237367938574,150.11564011715848
3695,-59.43335750294456,-170.4603553706928
4269,-11.749234910603121,13.595952734802268
4984,-84.20481195806278,126.72608738073018
318,-58.152102842687256,38.176629632969906
4058,-65.41791117730642,27.20633770811068
3200,34.63140229352764,-62.57149151550446
1759,48.56577528339258,30.69123698549373
2134,65.69708369959272,-8.438286667954657
1591,-82.85705531067043,-100.18056744802168
3093,68.56679293226239,-170.669962535256
3866,-30.655247233123802,140.75738776217787
1897,72.78331147355885,80.856075859736
3888,-15.294480667887228,-100.50797580617096
557,-87.90224643782763,-151.8936988820083
4453,0.5690971804905018,-15.61411334685124
4386,17.468564998553376,-17.067434871647464
3869,17.65567472258016,-20.421476387848656
888,78.33052605701906,103.79147108623789
1762,-13.1260914747443,-166.75822964443358
